epoch,accuracy,loss,val_accuracy,val_loss
33,0.5964032,1.3782884819223546,0.6136035323143005,1.3265459856390953
34,0.59644717,1.3776435768511146,0.6078808307647705,1.3289486902207137
35,0.59636843,1.3768654491682537,0.6113330125808716,1.3184854640439152
36,0.5966223,1.3766265475493855,0.6114453077316284,1.3204597296193241
37,0.5961725,1.3766159055754543,0.6154248118400574,1.321327740252018
38,0.5964905,1.3764301050291396,0.612622082233429,1.3220955463685096
39,0.59638244,1.3756459685228766,0.6114160418510437,1.319330106843263
40,0.5967401,1.3761644459911622,0.6147900223731995,1.3161533538252115
41,0.5968213,1.3749483711528592,0.614550769329071,1.3124741463921965
42,0.59669924,1.3750484491605313,0.6106250286102295,1.3192424877546727
43,0.5966626,1.375711611127481,0.6146679520606995,1.3145989205501973
44,0.5968274,1.3749714300525375,0.6129785180091858,1.312773136757314
45,0.59667665,1.3740865406184457,0.613574206829071,1.3158944295160473
46,0.596687,1.3749939087615348,0.6128222942352295,1.3180577766522765
47,0.59665895,1.3738421158399432,0.6155761480331421,1.3025998316705227
48,0.59662783,1.374078933808487,0.6105908155441284,1.3213388408720492
49,0.59728515,1.3735676496615634,0.6158788800239563,1.3130852587148547
50,0.59737915,1.3735689609940165,0.615185558795929,1.3125076336599886
51,0.59733826,1.3727492468617857,0.6135400533676147,1.3185909892059862
52,0.5976013,1.3724052693322302,0.6125097870826721,1.3198215975798666
53,0.5973273,1.3733640663977713,0.6155908107757568,1.319363188073039
54,0.5972522,1.373792478966061,0.6151953339576721,1.3167928320355713
55,0.5968988,1.3727743675233797,0.6139209270477295,1.3113481930084527
56,0.5973004,1.3718794101453387,0.6084374785423279,1.3185261644795536
57,0.5973004,1.3723032751423307,0.6113476753234863,1.311512722019106
58,0.5971936,1.373317192310933,0.613574206829071,1.3164738437533379
59,0.59713197,1.371234735851176,0.6137450933456421,1.3092565516754986
60,0.5972229,1.372257749265991,0.6135302782058716,1.3115927787683903
61,0.5971002,1.3711533631267958,0.6128711104393005,1.3160419263131917
62,0.5976093,1.3716612660023384,0.6134667992591858,1.3152651827968658
63,0.5975598,1.3713391440245324,0.6154443621635437,1.3078848137892782
64,0.597699,1.3705235762242227,0.6139306426048279,1.3194120547175407
65,0.5974792,1.3713839769200422,0.6114355325698853,1.3220308416709303
66,0.5973987,1.3716099744685926,0.6140332221984863,1.313852406255901
67,0.5971539,1.3709665378835052,0.6130615472793579,1.318476007785648
68,0.5973633,1.3711923928349279,0.613037109375,1.3118652406707405
69,0.59773195,1.3708205539151095,0.6154931783676147,1.312026814855635
70,0.59741944,1.3716075945645572,0.6140234470367432,1.3048769154213369
71,0.5973114,1.3710989302233794,0.6140820384025574,1.3192025640793146
72,0.5977362,1.3710503543377854,0.6143652200698853,1.3094678021967412
73,0.5973828,1.3718994309939445,0.6122802495956421,1.3094471616484225
74,0.5973181,1.3716692195902578,0.6111865043640137,1.3154839124530553
75,0.5973993,1.3721615080791525,0.6154980659484863,1.3110686572268606
76,0.59773684,1.3710622832272201,0.6143261790275574,1.3138901564106344
77,0.5975519,1.3720108089759016,0.6154101490974426,1.3134826718829573
78,0.5973102,1.371795918068383,0.6133447289466858,1.3109834033437073
79,0.59770876,1.3717776589351707,0.6133398413658142,1.3119066110253335
80,0.5978253,1.3720613705343567,0.6151074171066284,1.311925514191389
81,0.59821594,1.3720644257264212,0.6143749952316284,1.3138341248966754
82,0.5976227,1.3724159118998795,0.6133251786231995,1.3126609426736833
83,0.59782165,1.3714039318985305,0.6146826148033142,1.316045279484242
84,0.5978186,1.3704562604892998,0.616015613079071,1.3136983872763812
85,0.59811705,1.3711469425237737,0.6125292778015137,1.321367549356073
86,0.5979358,1.3706814468209632,0.6128125190734863,1.3120460656285287
87,0.597774,1.3706743230950087,0.6133105754852295,1.3106977804750204
88,0.5978638,1.3703305859188548,0.6130908131599426,1.3084457664750517
89,0.5979987,1.3710052547999658,0.6135351657867432,1.3157128527387976
90,0.597796,1.3707626611716115,0.6118212938308716,1.315087761245668
91,0.5976898,1.3706137011898682,0.6108642816543579,1.319491259455681
92,0.59778196,1.370446547770407,0.6153320074081421,1.310452517028898
93,0.5980713,1.369974988901522,0.6136279106140137,1.3156903931684791
94,0.5981726,1.3703092814423143,0.6111376881599426,1.3105973381362857
95,0.5981055,1.3705960553442127,0.6161133050918579,1.3078811176121234
96,0.5982092,1.369199933980126,0.6147802472114563,1.3089721135236323
97,0.5979492,1.3702156377932988,0.6129297018051147,1.308528605364263
98,0.59787416,1.3695114213973283,0.6145117282867432,1.3120352121442556
99,0.5977924,1.3693711324641482,0.6140429973602295,1.3127696631103754
