epoch,accuracy,loss,val_accuracy,val_loss
0,0.4477655,1.780446817399934,0.47340819239616394,1.657563778758049
1,0.46870422,1.676111291265115,0.47941893339157104,1.6323992924392223
2,0.47378966,1.6473383307363838,0.48824217915534973,1.595255268290639
3,0.4765393,1.6357960531394928,0.4899267554283142,1.5814905428141355
4,0.47808594,1.6291439875401557,0.48854005336761475,1.5809068713337182
5,0.47852907,1.625333077032119,0.49097657203674316,1.5863037213683129
6,0.4797754,1.6202183377183974,0.49287596344947815,1.576817693412304
7,0.48083618,1.6155386082082988,0.4919091761112213,1.5671563974767924
8,0.48184937,1.611070884950459,0.49427735805511475,1.5603889735043048
9,0.4822754,1.6089471787586809,0.49558594822883606,1.5598520877212285
10,0.48270264,1.607399853505194,0.49519529938697815,1.5635209247469901
11,0.4828723,1.6066066742595284,0.4948388636112213,1.5583619767427443
12,0.48319826,1.6060921620856972,0.4981103539466858,1.554126095250249
13,0.48310608,1.6055463555362075,0.4969775378704071,1.5594412451982498
14,0.48294556,1.6057108331564813,0.4985888600349426,1.5626198084652423
15,0.48340148,1.6052192822564393,0.49733397364616394,1.5587376349419355
16,0.48331177,1.6049513840302825,0.49135252833366394,1.5637461610883474
17,0.48334655,1.6048797719553114,0.4933105409145355,1.5685343452543021
18,0.48359802,1.6048077421076596,0.4981933534145355,1.5596009454876185
19,0.48292968,1.6047939813416452,0.4955126941204071,1.5610614246875048
20,0.48332947,1.6047681780718266,0.4946240186691284,1.5593515302240848
21,0.48342162,1.6042404247913509,0.4989013671875,1.5566683059930801
22,0.48344544,1.6041405380703508,0.49947264790534973,1.559249527156353
23,0.48357117,1.6039897102210672,0.4902880787849426,1.5661327471584081
24,0.4833844,1.6041571931634098,0.49827635288238525,1.5538572853058576
25,0.4837506,1.604076204970479,0.4927294850349426,1.5637288977950812
26,0.4835077,1.6039519741851835,0.4975634813308716,1.558583953306079
27,0.48376647,1.6036889382172377,0.4986621141433716,1.5575011409819126
28,0.48388246,1.6033204733766615,0.4969189465045929,1.557530160844326
29,0.48418212,1.6037034689076244,0.4963720738887787,1.5588871242105962
30,0.4841864,1.6036013106256723,0.4959033131599426,1.5597556538134814
31,0.48385498,1.603096563918516,0.5002245903015137,1.5553488643467426
32,0.48431456,1.6031199810747057,0.5009765625,1.5548224280029534
33,0.4843274,1.6029529851675033,0.4898681640625,1.56553708858788
34,0.48429015,1.6028445714339614,0.4955371022224426,1.5576804385334253
35,0.4838501,1.6031657828204333,0.49806639552116394,1.555373947173357
36,0.4840375,1.6029709215648473,0.49513185024261475,1.5599815749377013
37,0.48399535,1.6033671243023127,0.49839842319488525,1.5577872501313685
38,0.4840271,1.6029271951131523,0.4950634837150574,1.558182230591774
39,0.4839917,1.603175231758505,0.49873048067092896,1.5586047343909741
40,0.48413575,1.6027944716438651,0.49559080600738525,1.5529932347685098
41,0.48401672,1.6028913968149572,0.49851563572883606,1.5531251782178879
42,0.48384035,1.60316076583229,0.49607422947883606,1.5569943080097437
43,0.48406434,1.6028271330613644,0.49519044160842896,1.5556444541364909
44,0.48414063,1.6030769924446941,0.4982617199420929,1.5558308301866055
45,0.48403138,1.602804580470547,0.4938037097454071,1.5654019362479448
46,0.484245,1.6029604317713528,0.49534180760383606,1.5574553282558918
47,0.48454773,1.6030286463629455,0.4972460865974426,1.5558778344839812
48,0.48448852,1.6026746401749552,0.4994189441204071,1.5527982226759196
49,0.48420775,1.6021942219510674,0.49577635526657104,1.5568993785977363
50,0.48434874,1.6025149523280562,0.4968310594558716,1.5556497342139481
51,0.48433593,1.6027095491345973,0.4971240162849426,1.5541324588656424
52,0.48431763,1.6024489023163915,0.4975048899650574,1.5556059512495994
53,0.48426697,1.6022104154527188,0.4996874928474426,1.5525092130154372
54,0.4845581,1.602174168312922,0.5000048875808716,1.5516533450037242
55,0.4844574,1.6025500455964357,0.49821776151657104,1.558041861653328
56,0.48432252,1.6020387317985296,0.49857422709465027,1.5550989006459712
57,0.4841339,1.6023596623539924,0.4992968738079071,1.5532345232367515
58,0.48478577,1.601948318053037,0.4946923851966858,1.5567942267656327
59,0.48436767,1.6018976603634656,0.49687498807907104,1.5537272250652314
60,0.48453858,1.6022306968364866,0.4977099597454071,1.5509018851816654
61,0.48445618,1.6019446149282157,0.49962401390075684,1.5547462364286184
62,0.48446777,1.6022499273810535,0.4997851550579071,1.557021300047636
63,0.48449463,1.602155901985243,0.49885740876197815,1.553589059188962
64,0.48437196,1.601992395138368,0.4954785108566284,1.5601587156951426
65,0.48433837,1.6019541933666914,0.4979003965854645,1.5559483253955841
66,0.4845294,1.6019098497368396,0.4984179735183716,1.558069570288062
67,0.48416626,1.6024247502628715,0.4948486387729645,1.5606376127153636
68,0.48440978,1.6019507355988025,0.49797362089157104,1.5526674961298703
69,0.48466188,1.601900416808203,0.5000976324081421,1.5525456330180167
70,0.48452514,1.6013292813207953,0.49754393100738525,1.5550785320997238
71,0.48440856,1.6018717993237077,0.5004638433456421,1.5569760005921125
72,0.48437256,1.6017268379312009,0.49775877594947815,1.5552606096863746
73,0.48428833,1.601765946885571,0.49837401509284973,1.5569606843590735
74,0.48437926,1.6014438064955174,0.4986865222454071,1.5599039174616336
75,0.48415712,1.6020326620619745,0.4958252012729645,1.5560595583170653
76,0.48443237,1.6021403064578772,0.49907225370407104,1.550185827538371
77,0.48455688,1.6016685669124127,0.4980517625808716,1.5556679309904575
78,0.48465148,1.6016824376583099,0.4968847632408142,1.5557506517320872
79,0.48459718,1.6010857856459915,0.49934083223342896,1.555454551577568
80,0.48487306,1.601355474954471,0.4971630871295929,1.5516766222566367
81,0.484021,1.6019768676254897,0.5014941692352295,1.550485402420163
82,0.48453063,1.601369657451287,0.49589356780052185,1.5560479665547609
83,0.4847174,1.60177723958157,0.49922361969947815,1.5507544831186533
84,0.48495606,1.601374089382589,0.5005810260772705,1.549924060255289
85,0.48435363,1.6016833642031998,0.4975048899650574,1.5528803061693908
86,0.48424682,1.601763999219984,0.4975000023841858,1.5526820572465658
87,0.4843976,1.601802606964484,0.4985107481479645,1.5514198157191277
88,0.4845984,1.6015837831702084,0.4981982409954071,1.547607499808073
89,0.48469055,1.6013953758683055,0.4966357350349426,1.5525726103782653
90,0.48421693,1.6016908065695317,0.4995166063308716,1.5534660080075264
91,0.48451903,1.601926573421806,0.49818360805511475,1.552464095801115
92,0.48434204,1.6017915061209351,0.4988378882408142,1.5576085568964482
93,0.48464173,1.601467287875712,0.49788573384284973,1.5523099327832461
94,0.4846747,1.6012966825533659,0.4956298768520355,1.55663947455585
95,0.4844171,1.6019406371004878,0.49851563572883606,1.5549934328347446
96,0.48459166,1.6016636693757027,0.49815428256988525,1.5549197565764188
97,0.48428833,1.6019302282482386,0.4978955090045929,1.5517889080941678
98,0.4844104,1.6015095386933536,0.49605467915534973,1.5574171832948922
99,0.48451415,1.6017266525514424,0.4980175793170929,1.5547388222813607
